,words,sentiment_vector
277,nice,"[0.2008643426180969, 0.15488331536435723, 0.7611082272493632, 0.5884266832175183, 0.10066270102330287, 0.0]"
278,keep,"[0.11779482227811801, 0.12152442704268919, 0.0129926860766087, 0.8501450494738702, 0.48341581244592624, 0.12144929278198145]"
279,air,"[0.32987478832866446, 0.5656475449452468, 0.7557946010144116, 0.0, 0.0, 0.0]"
280,rebooked,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
281,called,"[0.9746706871921926, 0.22364492287619467, 0.0, 0.0, 0.0, 0.0]"
282,hope,"[0.3840609516768971, 0.5778734520790774, 0.45756107208850355, 0.5560551448269008, 0.0, 0.0]"
283,also,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
284,anything,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
285,pay,"[0.33216985047942926, 0.07017837662411662, 0.5074694045009898, -0.01579671298057556, 0.7918102381513499, 0.0]"
286,missed,"[0.27555207404235876, 0.60088452272524, -0.1471536147704441, -0.7357680738522206, 0.0, 0.0]"
287,ago,"[0.2918393081018897, 0.09125023823308774, 0.3592621097265125, 0.8817221494234282, 0.0, 0.0]"
288,free,"[0.018157225070834917, 0.3671597485621506, 0.6332783411380878, 0.3979193147999368, 0.5527049807700721, 0.0]"
289,done,"[0.9877594434172937, 0.1559848772796841, 0.0, 0.0, 0.0, 0.0]"
290,its,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
291,follow,"[0.8421537579203953, 0.19510460626832893, 0.49797760081050085, -0.05823426216374672, 0.03658306212850756, 0.0]"
292,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
293,rude,"[0.3557534746850123, 0.6170647963267193, 0.04075881536777082, -0.4283016500121491, -0.5545871599221275, 0.0]"
294,until,"[0.5754170110582252, 0.8178601734922777, 0.0, 0.0, 0.0, 0.0]"
295,class,"[0.5734674975878701, 0.7555043471920447, 0.30634779931872547, -0.08061784192598039, 0.0, 0.0]"
296,:folded_hands:,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
297,week,"[0.15596310167928035, 0.3976091158830715, 0.18238659401207302, 0.4771363795796464, 0.10197620661604206, -0.7390936075841581]"
298,rebook,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
299,finally,"[0.8472166050672445, 0.48331722704304264, 0.22051866619802635, 0.0, 0.0, 0.0]"
300,issues,"[0.35622070051133364, 0.9344018474549451, 0.0, 0.0, 0.0, 0.0]"
301,sfo,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
302,awesome,"[0.05089500868821619, 0.2691108296301489, 0.37459959377754337, 0.5981899632336559, 0.44803207450357496, 0.47549998097858975]"
303,able,"[0.1887412857152477, 0.032603582793519256, 0.6975558571080815, 0.6904560519466761, 0.0, 0.0]"
304,checked,"[0.028253806852378587, 0.9383628236041652, 0.3444951867239463, 0.0, 0.0, 0.0]"
305,every,"[0.3101057624382733, -0.9507020648460679, 0.0, 0.0, 0.0, 0.0]"
306,Stop,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
307,credit,"[0.9957457259015178, 0.09214363433715538, 0.0, 0.0, 0.0, 0.0]"
308,working,"[0.048177487222075654, 0.3449478609574985, 0.06827771846404203, 0.9348946764781357, 0.0, 0.0]"
309,come,"[0.06783417733900453, 0.3629174982546151, 0.9157833775337769, 0.062321742138404475, 0.14541739832294379, 0.0]"
310,always,"[0.7018589466639945, 0.7123159544666315, 0.0, 0.0, 0.0, 0.0]"
311,application,"[0.36811543440959554, 0.8220524145885942, 0.43152163178707437, 0.050099260656394085, 0.0, 0.0]"
312,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
313,phl,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
314,problem,"[0.12477119879742526, 0.34180260425083536, 0.06546276627302519, -0.9291489406493899, 0.0, 0.0]"
315,wifi,"[0.9985378230908659, 0.0038426070333860652, -0.05392077733250459, 0.0, 0.0, 0.0]"
316,ord,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
317,anyone,"[0.01598596131901115, 0.9998722163560237, 0.0, 0.0, 0.0, 0.0]"
318,appreciate,"[0.31420163748519503, 0.015751321007745647, 0.1613894211825718, 0.0013631096868285755, 0.5968063816494816, 0.4639579554518004]"
319,say,"[0.12697465836878427, 0.05116356498629708, 0.6744658234349529, -0.01889921746928064, 0.7252574703836446, 0.0]"
320,having,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
321,though,"[0.3930502025416315, 0.9146102639680458, 0.09486623912796471, 0.0, 0.0, 0.0]"
322,missing,"[0.04424128409869911, 0.7470228544250541, 0.22297165947038228, -0.20475502062476283, -0.5902190985980708, 0.0]"
323,business,"[0.8708146462210883, -0.4370503696128481, 0.2250973708156398, 0.0, 0.0, 0.0]"
324,status,"[0.5821307387076968, 0.00013302197011122953, 0.8084026911288331, 0.08722886180873426, 0.0, 0.0]"
325,team,"[0.18717636046853883, 0.07192111869098212, 0.5824685158184553, 0.025503564958152706, 0.7873197311274883, 0.0]"
326,looking,"[0.44900003252113246, 0.18088361818432225, 0.12552129922444577, 0.8659818074934239, 0.0, 0.0]"
327,soon,"[0.6569286357547254, 0.7462932057840148, 0.10719710129501503, 0.0, 0.0, 0.0]"
328,board,"[0.6619910866489431, 0.7495117085125165, 0.0, 0.0, 0.0, 0.0]"
329,person,"[0.12923910519230788, 0.0616772538877211, 0.14615327527123068, 0.5481585337872995, 0.2655938406740321, 0.7662339876314728]"
330,available,"[0.5648422873545098, 0.11149670288254719, 0.00760204482999709, 0.3184969913437931, 0.7522070233675376, 0.03475838141153314]"
331,via,"[0.5848698940237061, 0.6744503451918475, 0.3578309245775619, 0.27386304670631184, 0.0, 0.0]"
332,update,"[0.032762409654037455, 0.5724314439796484, 0.8172038039987152, -0.05853895444116872, 0.0, 0.0]"
333,yesterday,"[0.07330713166016249, 0.1761899254180474, 0.01758618693172514, 0.4571139067967811, -0.8685164229138841, 0.0]"
334,voucher,"[0.3260462443984185, 0.522061370482511, 0.7881280174969096, 0.0, 0.0, 0.0]"
335,without,"[0.2737964878874814, -0.9617876497546016, 0.0, 0.0, 0.0, 0.0]"
336,possible,"[0.0203927118190833, 0.22939394309525804, 0.9631991639958057, 0.13859987970288487, 0.0, 0.0]"
337,old,"[0.00034665611068195566, 0.4878116981786612, 0.4071142641207345, -0.10823281655892697, -0.7645804472511355, 0.0]"
338,dca,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
339,which,"[0.4926835338862671, 0.8702085585865835, 0.0, 0.0, 0.0, 0.0]"
340,leave,"[0.11122915078014466, 0.37658940378940237, 0.1351646282879375, 0.5290864214360103, -0.7280229158959501, 0.1326243296399599]"
341,answer,"[0.47633163612679624, 0.45387937935834377, 0.07945002171263373, 0.74885871529142, 0.0, 0.0]"
342,making,"[0.08914228769659346, 0.9960189017002729, 0.0, 0.0, 0.0, 0.0]"
343,many,"[0.03398565500038731, 0.9994223207704511, 0.0, 0.0, 0.0, 0.0]"
344,oh,"[0.22873055318786034, 0.0023874163488315663, 0.17467881661662826, 0.9576867678458166, 0.0, 0.0]"
345,<sad>,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
346,upgrade,"[0.24371361519886073, 0.5400295238819274, 0.09056436926338542, 0.800222016585374, 0.020361883373673638, 0.0]"
347,helpful,"[0.12477116540887828, 0.20381656247432087, 0.42239118520896596, 0.5941226220991773, 0.6370800175695835, 0.07499341921104812]"
348,5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
349,sorry,"[0.18464424579935332, 0.4198787526816426, 0.34218971811291615, 0.5450324315195805, -0.4618008779377726, -0.4027333237829412]"
350,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
351,understand,"[0.23349235049283987, 0.08000661343250258, 0.5102066860132745, 0.8164110757415186, 0.11064518526496896, 0.0]"
352,job,"[0.23283918859952302, 0.6104692419352223, 0.12402905347675268, 0.7468132368919363, 0.0, 0.0]"
353,look,"[0.0951026511319389, 0.26138927416131436, 0.8414994408307753, 0.4576165248467777, 0.07139285937507273, 0.0]"
354,shoulder,"[0.3706427793693502, 0.2276645569119846, 0.8914537822332365, -0.12689733554921515, 0.0, 0.0]"
355,terrible,"[0.019781021083967655, 0.2536030748453492, 0.2681985037927422, 0.04956036434132665, -0.5711628874090595, -0.7312184902818686]"
356,extra,"[0.11348519572462827, 0.1270877108293411, 0.978830937584738, 0.11340114520798794, 0.0, 0.0]"
357,early,"[0.24217959332487887, 0.320905934752514, 0.8784556684237361, 0.238695695053527, 0.09853136249302569, 0.0]"
358,represent,"[0.2908156279204799, 0.4172653275142697, 0.4670950201023653, 0.7195179920804243, 0.073702227101708, 0.0]"
359,instead,"[0.18597966802047017, 0.9825535929825893, 0.0, 0.0, 0.0, 0.0]"
360,send,"[0.08423608829989335, 0.5411074418718552, 0.826994300029361, 0.0, 0.12722989231220938, 0.0]"
361,jetblue,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
362,boss,"[0.4436623123062995, 0.0971902165052652, 0.05730113415442467, 0.12734966908781262, 0.8552223532511342, 0.20690863385108085]"
363,>,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
364,open,"[0.19372225870472293, 0.006531391866476574, 0.9790995259844532, 0.06158851856998979, 0.0, 0.0]"
365,stop,"[0.4796312291681579, 0.060940391173008694, 0.27099659407917853, 0.0, -0.8323466818146197, 0.0]"
366,name,"[0.046966375917351845, 0.11714996890135881, 0.2993251163093366, 0.8491545383002073, 0.4164265711384961, 0.0]"
367,speak,"[0.17446460558617707, 0.21603162027720796, 0.10997204372210131, 0.9510353312543136, 0.07956374013107984, 0.0]"
368,family,"[0.06960560079238173, 0.404916494313702, 0.052750752887134246, 0.7563988728615836, 0.5008798321325156, 0.07345195666217857]"
369,amazing,"[0.4959716253342109, 0.33869050819028007, 0.5273107124629028, 0.5639780136606544, 0.2077813734539253, 0.0]"
370,hi,"[0.6910686753149542, 0.7221127192609875, 0.03126190461147266, 0.0, 0.0, 0.0]"
371,fix,"[0.45086606173612503, 0.6107473813359007, -0.6509281301079993, 0.0, 0.0, 0.0]"
372,money,"[0.03556871866464681, 0.09797933412369217, 0.010684498707491304, 0.013840517437253473, 0.6653411539085641, 0.2830064860819603]"
373,don't,"[0.23971367945246824, 0.09948382281912589, 0.00846670832503199, 0.0, -0.024870955704781473, -0.03333766402981347]"
374,rt,"[0.2830796142177552, 0.9545760545219777, 0.0930080004493231, 0.0, 0.0, 0.0]"
375,paid,"[0.29983274909950713, 0.1037734633662122, 0.9483308446256578, 0.0, 0.0, 0.0]"
376,claim,"[0.21531759836978384, 0.02091491000517331, 0.36381393880795077, 0.3656940545934321, 0.7497086150913692, 0.328768084547768]"
377,planes,"[0.863842178667954, 0.2103990066136947, 0.45772147466573265, 0.0, 0.0, 0.0]"
378,almost,"[0.9335993957834244, 0.3583185289554878, 0.0, 0.0, 0.0, 0.0]"
379,contact,"[0.037872328689078395, 0.10488534814120554, 0.14279039906950894, 0.6226639450836632, 0.7612261581759944, 0.0]"
380,talk,"[0.1744500475972659, 0.17773404826386022, 0.6764243964068287, 0.06333865896726608, -0.6902289759253354, 0.0]"
381,earlier,"[0.21389247958184474, 0.9768572092063046, 0.0, 0.0, 0.0, 0.0]"
382,try,"[0.28897598133379876, 0.10599134890881484, 0.9198554157989329, 0.23757855110038667, 0.05177994062444325, 0.0]"
383,pass,"[0.3345514791690697, 0.4981414218342132, 0.7999565185925894, 0.0, 0.0, 0.0]"
384,Cool,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
385,Like,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
386,ewr,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
387,departure,"[0.8991790104657988, 0.430009512434779, 0.08104891333849239, 0.0, 0.0, 0.0]"
388,pilot,"[0.7566386469287562, 0.224994559006928, 0.61158051778578, 0.0533355102720157, 0.0, 0.0]"
389,”,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
390,site,"[0.5312563727726288, 0.03177958396393109, 0.14739604200339235, 0.8069228949764604, -0.16805927354753458, 0.12515052285454703]"
391,received,"[0.024136872940892867, 0.3496904595670371, 0.5892783190414044, 0.7279320411687936, 0.0, 0.0]"
392,attendant,"[0.5481402580979872, 0.8363864283046873, 0.0, 0.0, 0.0, 0.0]"
393,full,"[0.3955195692740059, 0.6911803460861629, 0.5556998131323967, 0.23881314283375726, 0.0, 0.0]"
394,took,"[0.09956337056697494, 0.9912416074719005, 0.08675950010152186, 0.0, 0.0, 0.0]"
395,different,"[0.43997769147175164, 0.31142392033665506, 0.8407444042183696, 0.050829318555685746, 0.0, 0.0]"
396,connecting,"[0.756858644168366, 0.6535786048729124, 0.0, 0.0, 0.0, 0.0]"
397,happy,"[0.6541602129170585, 0.5005083199040252, 0.34835379065320154, 0.4474544379941986, 0.0, 0.0]"
398,while,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
399,wasn,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
400,supposed,"[0.8850672230351001, 0.46546322165014997, 0.0, 0.0, 0.0, 0.0]"
401,hung,"[0.07373329712483487, 0.9972779957941019, 0.0, 0.0, 0.0, 0.0]"
402,something,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
403,least,"[0.04176100370037633, -0.9991276287691864, 0.0, 0.0, 0.0, 0.0]"
404,dallas,"[0.2011774282501251, 0.159803874384257, 0.9052808142132952, 0.3383149590422506, 0.0, 0.0]"
405,direct,"[0.48257043173648045, 0.12587980820135403, 0.8630147176519753, 0.08053352976828017, 0.0, 0.0]"
406,employees,"[0.4606714810201855, 0.8875707220129948, 0.0, 0.0, 0.0, 0.0]"
407,everyone,"[0.774530892816557, 0.6107373899834242, 0.1646260506390836, 0.0, 0.0, 0.0]"
408,airways,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
409,wife,"[0.2617812606545839, 0.22029750374546545, 0.11698218273803938, 0.7235508637691325, 0.587987157916225, 0.0]"
410,vegas,"[0.6292309532190661, 0.5069622160560661, 0.15321414211575468, 0.568843691762756, 0.0, 0.0]"
411,boston,"[0.36344441536516, 0.5779487400246509, 0.205160372608822, 0.701279282707542, 0.0, 0.0]"
412,actually,"[0.7913895051368525, 0.26110025427975186, -0.5527470564139594, 0.0, 0.0, 0.0]"
413,company,"[0.09281579506538562, 0.18119244811790702, 0.9675742120482526, 0.1495147789037035, 0.0, 0.0]"
414,ground,"[0.07773957900123227, 0.4706601233221897, 0.8693825315134568, 0.12887831497310037, 0.0, 0.0]"
415,message,"[0.4533470471072977, 0.7975506394320133, 0.3447872764313781, 0.19877415936613255, 0.0, 0.0]"
416,cool,"[0.03214682459343995, 0.11787497925295216, 0.050341162517191645, 0.804703783298405, 0.5119189039514146, 0.2700531340560749]"
417,account,"[0.16861940633137948, 0.7691014168380593, 0.5911831147001391, 0.17479425425220685, 0.0, 0.0]"
418,add,"[0.09984910979526782, 0.34959532759615314, 0.8627020391813687, 0.3329935068818195, 0.11257787599207421, 0.0]"
419,show,"[0.3779094054180444, 0.09166160331513211, 0.5796863596521845, 0.04048329703365924, 0.7149177986795142, 0.0]"
420,tarmac,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
421,his,"[0.2976632908524285, 0.95467091988753, 0.0, 0.0, 0.0, 0.0]"
422,card,"[0.10018199100694818, 0.1260865598040895, 0.49700334004522856, 0.8526742801905898, 0.0, 0.0]"
423,horrible,"[0.014820109095856189, 0.012150547369652067, 0.489542716068712, 0.047985076008580305, -0.6021789116006346, -0.6285369110983055]"
424,fuck,"[0.6022270319333258, 0.18657545985756896, 0.1563569870543378, -0.4564360531182184, -0.6080549496557581, 0.0]"
425,southwest,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
426,poor,"[0.641047590696453, 0.5010306651104142, 0.13258744824095925, -0.46490598838336356, -0.3229694252023366, 0.0]"
427,snow,"[0.022220720511388348, 0.21314749435073238, 0.5774370241352906, 0.787807634127608, 0.0, 0.0]"
428,twitter,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
429,those,"[0.4431131588390021, 0.4407608749516778, 0.7806283235801484, 0.0, 0.0, 0.0]"
430,found,"[0.33861853096042027, 0.2691180925993886, 0.8794959901136138, 0.19849369284677, 0.0, 0.0]"
431,chicago,"[0.8155813117475725, 0.17678634149477868, 0.401104566801557, 0.3777417634839119, 0.0, 0.0]"
432,#destinationdragons,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
433,seriously,"[0.3898501059455014, 0.3309462788172539, 0.18441707839376256, -0.8393341388434065, 0.0, 0.0]"
434,;,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
435,most,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
436,landed,"[0.20789180698998788, 0.36678280088807724, 0.296789106254953, 0.8568358068892319, 0.0, 0.0]"
437,calling,"[0.5610996007859376, 0.039168799200189695, 0.8182043338116918, 0.11905759656083441, 0.0, 0.0]"
438,ridiculous,"[0.6956404793407927, 0.4294526831702779, 0.17474222232108283, -0.49785048246195296, -0.2307916143863358, 0.0]"
439,start,"[0.5178002907142447, 0.8273990748809452, 0.1947532910172985, 0.09677182162350235, 0.0, 0.0]"
440,doing,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
441,san,"[0.6705802285658029, 0.5210399488855899, 0.5280525813988011, 0.0, 0.0, 0.0]"
442,unacceptable,"[0.3618401318646798, 0.3953201435016604, 0.3309796912921683, 0.08061010106873724, -0.5588158886118476, -0.53336006722172]"
443,taking,"[0.11252552119563367, 0.11324989532827236, -0.9871739807591093, 0.0, 0.0, 0.0]"
444,denver,"[0.737787304359377, 0.6750332536446808, 0.0, 0.0, 0.0, 0.0]"
445,food,"[0.5275402131894363, 0.828104441841949, 0.18277980923538514, 0.05035770254444284, 0.0, 0.0]"
446,leaving,"[0.4349519340931405, 0.8769164141884853, 0.20453463656663412, 0.0, 0.0, 0.0]"
447,needs,"[0.8381974758149225, 0.5123042064054042, -0.1870010471543448, 0.0, 0.0, 0.0]"
448,stranded,"[0.6983810941723482, 0.3785530547582592, 0.4959999524917864, 0.15912305760659468, 0.3124505268068821, 0.0]"
449,chance,"[0.18673287511034922, 0.1358169759880486, 0.7187723296989819, 0.6557826777565742, 0.0, 0.0]"
450,maybe,"[0.1390189452757386, -0.16071727564830193, -0.9771610359416758, 0.0, 0.0, 0.0]"
451,weeks,"[0.24820474218691943, 0.9646139024125583, 0.08896305541257189, 0.0, 0.0, 0.0]"
452,hey,"[0.15168023035354103, 0.20661803163208156, 0.30972768099358655, 0.9156259390988855, 0.0, 0.0]"
453,american,"[0.9051450858604132, 0.25967164601323023, 0.3365754147282965, 0.0, 0.0, 0.0]"
454,far,"[0.3752736939273791, -0.9269140492225263, 0.0, 0.0, 0.0, 0.0]"
455,away,"[0.0009830504553370722, 0.2735504199098394, -0.9618571626696725, 0.0, 0.0, 0.0]"
456,policy,"[0.21017554929075605, 0.3020525105490513, 0.31696429498912676, 0.414726061406391, 0.7491632269543265, 0.1757296458287926]"
457,disappointed,"[0.05547287617345747, 0.559072737675196, 0.27793056843838787, 0.04977488418692902, -0.4823256383184108, -0.6099175949665951]"
458,b,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
459,@,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
460,tweet,"[0.21352897716270558, 0.2674850624352467, 0.8566267546804904, 0.3860669895904486, 0.0, 0.0]"
461,New,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
462,York,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
463,City,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
464,might,"[0.47989614153694554, 0.8372205653445232, 0.26222398498640215, 0.0, 0.0, 0.0]"
465,wrong,"[0.2759696368176078, 0.35800919924204444, 0.042295985665234584, -0.45619241681788725, -0.7653559310851972, 0.0]"
466,reason,"[0.11047412105876653, 0.1326502116832111, 0.002766963032239436, 0.9822781534689238, 0.07294767336901099, 0.0]"
467,atlanta,"[0.7272301035532405, 0.3822850034164604, 0.03086178818227892, 0.5690658751527296, 0.014357312271814523, 0.0]"
468,information,"[0.48671053104352374, 0.02917957071731041, 0.07953581553323297, 0.5827638329226053, 0.6452300215496034, 0.0]"
469,point,"[0.4659698229249771, 0.23039639127958106, 0.8255605894419301, 0.21060219118416587, 0.062338248590513096, 0.0]"
470,enough,"[0.15743664476094843, 0.004063959396579561, -0.0182210401328603, 0.9873526121993674, 0.0, 0.0]"
471,big,"[0.04448695289075419, 0.1567938321978502, 0.013289329664431537, 0.9822537125852157, 0.0, 0.09185664394500145]"
472,gave,"[0.868688185603578, 0.4953593000971757, 0.0, 0.0, 0.0, 0.0]"
473,fee,"[0.619037913071525, 0.3586147760166126, 0.059748058270289006, 0.2731071500638868, -0.6403359733136329, 0.0]"
474,half,"[0.9916255612861486, -0.10902689417282264, -0.06922342487163342, 0.0, 0.0, 0.0]"
475,both,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
476,little,"[0.01900578708502052, 0.4144405059155298, 0.1011880715741813, -0.9042338310884286, 0.0, 0.0]"
477,sit,"[0.4439289605098448, 0.8901072399028397, 0.10313185489070335, 0.0, 0.0, 0.0]"
478,went,"[0.8792395881625221, 0.476379834384075, 0.0, 0.0, 0.0, 0.0]"
479,coming,"[0.30490476587976245, 0.1027242348898327, 0.013709998382561126, 0.013363519984097825, 0.5905156461502289, -0.014468989798474214]"
480,vacation,"[0.04081868786998565, 0.13942042780747702, 0.13501463309532166, 0.45434678366350684, 0.6371632722893746, 0.590134554572778]"
481,thing,"[0.06163548496087738, 0.9615324371788331, 0.26768720411437447, 0.0, 0.0, 0.0]"
482,three,"[0.06346325149435708, 0.04747591102316554, 0.1921049197277365, 0.9771381209602268, -0.044891491008892496, 0.0]"
483,return,"[0.521445455445395, 0.00763232560059002, 0.8400837776782734, 0.14931721629829775, 0.0, 0.0]"
484,option,"[0.13898465393865916, 0.40842486150208224, 0.035021835750702966, 0.8589887131542995, 0.27346710985185707, 0.0]"
485,once,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
486,desk,"[0.6789123716071386, 0.7165364824616672, 0.160166978432608, 0.0, 0.0, 0.0]"
487,confirmation,"[0.2674285768936118, 0.6195433264000473, 0.2076568288395142, 0.7014260571655603, 0.09761224687156195, 0.0]"
488,past,"[0.19246282627543446, 0.07812332397497741, 0.9631263751757065, 0.1710040706944622, 0.0, 0.0]"
489,charge,"[0.7142154137994994, 0.6725458756237874, 0.19385145826803282, 0.0, 0.0, 0.0]"
490,reservations,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
491,#fail,"[0.2765886514272451, 0.11299781252724969, 0.5363358712386957, 0.09488386846473706, -0.7836268863390984, 0.0]"
492,c,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
493,mechanical,"[0.43912791775354937, 0.8984245498924393, 0.0, 0.0, 0.0, 0.0]"
494,broken,"[0.19561792825796465, 0.5346664646471609, 0.044183954579823125, -0.5123913442402068, -0.6413799858361422, 0.0]"
495,twice,"[0.9558705194001011, 0.036970999126633874, 0.29145273264349314, 0.0, 0.0, 0.0]"
496,together,"[0.0002229247734920401, 0.12428524278536988, 0.021692988191408226, 0.9824837551864019, 0.13714304134180894, 0.0]"
497,using,"[0.050949798064047064, 0.3417537122602198, -0.06777617344546294, -0.9359566809135358, 0.0, 0.0]"
498,th,"[0.09178292445445217, 0.963386270681817, 0.2519182173650196, 0.0, 0.0, 0.0]"
499,question,"[0.22827886431487107, 0.1498991446899059, 0.49827470024966963, 0.1836777326410547, 0.8021245664803505, 0.0]"
500,lot,"[0.03136281806795878, 0.48135525636684434, 0.8651321103327194, 0.10264279275133958, 0.09123803800119075, 0.0]"
501,car,"[0.10083218991082983, 0.22385072796951164, 0.6763464931044193, 0.14991185156438158, 0.6780896541691215, 0.0]"
502,laughing,"[0.2433426485425289, 0.48934451313580873, 0.0003030026643733255, 0.8374522141910969, 0.0, 0.0]"
503,these,"[0.01671871106102856, 0.9998602325827635, 0.0, 0.0, 0.0, 0.0]"
504,asked,"[0.12458019212622935, 0.4304308648581746, 0.8939849251006616, 0.0, 0.0, 0.0]"
505,may,"[0.12917900146372302, 0.1278317730464797, 0.33537170959061924, 0.06868695372983392, 0.1950034710863309, 0.9009735781023172]"
506,user,"[0.034657218306507705, 0.5697435972572593, 0.4997446966695429, -0.6514954710159383, 0.0, 0.0]"
507,changed,"[0.6259793689586851, -0.7798396178946582, 0.0, 0.0, 0.0, 0.0]"
508,link,"[0.9280314447760666, 0.31828915000283275, 0.18635196135997234, 0.05217854918079226, 0.0, 0.0]"
509,offer,"[0.6713520269217835, 0.10030059271121099, 0.7223674929091722, 0.13195246203807548, 0.0, 0.0]"
510,kids,"[0.052597989035740624, 0.4509328733531301, 0.8374790598930562, 0.30417399546892365, 0.0, 0.0]"
511,destination,"[0.1503838598226624, 0.21808895470400375, 0.6736033495515165, 0.012281603485487956, 0.6737161124325087, 0.1484459230783494]"
512,less,"[0.5012208501729797, 0.29888420269761345, -0.8120627394048365, 0.0, 0.0, 0.0]"
